"Org_Name","Org_Cat_Description","Catorg_ID","Typorg_ID","Org_ID","A_Infotype","X_index","X_parent_index","Need","Value"
"Liberia Refugee Repatriation and resettlement Commission(LRRRC)","Social Institution-Governmental Organization",16,162,,23,84,-1,"CC1_info_needs_SCALEEV",
"OCHA/UNEP","",15,152,1521,23,85,-1,"CC1_info_needs_SCALEEV",
"Bomberos Quito","",18,,,21,86,-1,"CC1_info_needs_SCALEEV","1"
"SECRETARIA DE GESTION DE RIESGOS","",18,183,1831,21,87,-1,"CC1_info_needs_SCALEEV","1"
"Civile protection","",18,183,1831,21,88,-1,"CC1_info_needs_SCALEEV","1"
"UNITAR/UNOSAT","",15,152,1522,23,89,-1,"CC1_info_needs_SCALEEV",
"Civil protection Belgium","",15,153,,21,90,-1,"CC1_info_needs_SCALEEV","1"
"ARC (AFETTE REHBER CEV_RMENL_K-EMERGENCY AND DISASTER INTERPRETERS), TURKEY","",16,162,1621,21,91,-1,"CC1_info_needs_SCALEEV","1"
"SDC (GIAR)","",11,112,1121,23,92,-1,"CC1_info_needs_SCALEEV",
"UNV UNHCR, UNOCHA","",15,152,1522,23,93,-1,"CC1_info_needs_SCALEEV",
"UK ISAR","",18,183,1831,21,94,-1,"CC1_info_needs_SCALEEV","1"
"New Zealand Ministry of Health","",18,183,1831,23,95,-1,"CC1_info_needs_SCALEEV",
"Queensland Fire and Emergency Services","Government Organization - Non Military",18,182,1821,23,96,-1,"CC1_info_needs_SCALEEV",
"Ministry of Emergency Situations of Azerbaijan","",18,183,1831,21,97,-1,"CC1_info_needs_SCALEEV","1"
"POMPIERS de l'URGENCE INTERNATIONALE","",16,162,1621,21,98,-1,"CC1_info_needs_SCALEEV","1"
"West Africa network for Peacebuilding (WANEP) Nigeria","",16,162,1621,22,99,-1,"CC1_info_needs_SCALEEV",
"Team Rubicon UK","",16,162,1621,21,100,-1,"CC1_info_needs_SCALEEV","1"
"MapAction","INGO involved in information management",16,162,1622,23,101,-1,"CC1_info_needs_SCALEEV",
"Not Defined","",13,,,23,102,-1,"CC1_info_needs_SCALEEV",
"UNICEF","UNITED NATIONS AGENCY, WASH Cluster , WASH Cluster coordination",15,152,1522,23,103,-1,"CC1_info_needs_SCALEEV",
"Humanity Road","",16,162,1621,23,104,-1,"CC1_info_needs_SCALEEV",
"UNEP","",15,152,1521,23,105,-1,"CC1_info_needs_SCALEEV",
"Not Defined","",16,162,1621,21,106,-1,"CC1_info_needs_SCALEEV","1"
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"CC1_info_needs_SCALEEV",
"IFRC","",15,151,1512,21,108,-1,"CC1_info_needs_SCALEEV","1"
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"CC1_info_needs_SCALEEV","0"
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"CC1_info_needs_SCALEEV",
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"CC1_info_needs_SCALEEV",
"Not Defined","",,,,23,112,-1,"CC1_info_needs_SCALEEV",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"CC1_info_needs_SCALEEV",
"Not Defined","",15,153,,23,114,-1,"CC1_info_needs_SCALEEV",
"WFP","",15,152,1522,21,1,-1,"CC1_info_needs_POPAFF","1"
"THW Germany","",18,183,1834,21,9,-1,"CC1_info_needs_POPAFF","1"
"WFP","",15,152,1522,21,10,-1,"CC1_info_needs_POPAFF","1"
"OCHA","",15,152,1521,21,15,-1,"CC1_info_needs_POPAFF","1"
"European Commission Joint Research Centre","",18,182,,22,16,-1,"CC1_info_needs_POPAFF",
"OCHA","",15,,,21,17,-1,"CC1_info_needs_POPAFF","1"
"WIPO security","UN agency",15,152,1522,23,18,-1,"CC1_info_needs_POPAFF",
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"CC1_info_needs_POPAFF",
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"CC1_info_needs_POPAFF","1"
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"CC1_info_needs_POPAFF",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"CC1_info_needs_POPAFF","1"
"UNDP","",15,152,1522,23,23,-1,"CC1_info_needs_POPAFF",
"Deutsche Post DHL Group","",12,121,,23,24,-1,"CC1_info_needs_POPAFF",
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"CC1_info_needs_POPAFF",
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"CC1_info_needs_POPAFF",
"Ericsson Response","",12,121,,23,27,-1,"CC1_info_needs_POPAFF",
"Not Defined","",15,152,1522,22,28,-1,"CC1_info_needs_POPAFF",
"FAO","",15,152,1522,23,29,-1,"CC1_info_needs_POPAFF",
"UNDAC","",15,152,1522,22,30,-1,"CC1_info_needs_POPAFF",
"Google","",12,121,,23,31,-1,"CC1_info_needs_POPAFF",
"Not Defined","",15,152,1522,23,32,-1,"CC1_info_needs_POPAFF",
"Not Defined","",12,121,,21,33,-1,"CC1_info_needs_POPAFF","1"
"Not Defined","",11,112,1121,21,34,-1,"CC1_info_needs_POPAFF","1"
"OCHA","",15,152,1521,,35,-1,"CC1_info_needs_POPAFF",
"Independent consultant","I work sometimes for OCHA, sometimes for NGOs in a variety of roles including IM, assessmen, coordination and reporting",13,131,,22,36,-1,"CC1_info_needs_POPAFF",
"THW","German Agency for Technical Relief",18,183,1831,23,37,-1,"CC1_info_needs_POPAFF",
"CANADEM","",16,162,1621,21,38,-1,"CC1_info_needs_POPAFF","1"
"Humanitarian OpenStreetMap Team","",16,162,1623,23,39,-1,"CC1_info_needs_POPAFF",
"Americas Support Team (Section Leader of team operational)","",11,112,1121,21,40,-1,"CC1_info_needs_POPAFF","0"
"OCHA FCSS","",15,152,1521,23,41,-1,"CC1_info_needs_POPAFF",
"UNOCHA","",15,152,1521,23,42,-1,"CC1_info_needs_POPAFF",
"NATIONAL EMERGENCY MANAGEMENT AGENCY NIGERIA","",18,183,1831,23,43,-1,"CC1_info_needs_POPAFF",
"French civil protection directorate","",18,183,1831,23,44,-1,"CC1_info_needs_POPAFF",
"@fire - International Disaster Response","",16,162,1621,23,45,-1,"CC1_info_needs_POPAFF",
"OCHA","",15,152,1521,23,46,-1,"CC1_info_needs_POPAFF",
"Cisco Tactical Operations (TacOps)","",12,121,,23,47,-1,"CC1_info_needs_POPAFF",
"OCHA","",15,152,1521,23,48,-1,"CC1_info_needs_POPAFF",
"FAO","",15,152,1522,23,49,-1,"CC1_info_needs_POPAFF",
"NATIONAL DISASTER OPERATION CENTER- KENYA","",18,183,1831,23,50,-1,"CC1_info_needs_POPAFF",
"Rescue South Africa","",16,162,1621,23,51,-1,"CC1_info_needs_POPAFF",
"Estonian Rescue Board","governmental organization",18,183,1831,21,52,-1,"CC1_info_needs_POPAFF","0"
"U.S. Department of Defense","",14,143,1433,23,53,-1,"CC1_info_needs_POPAFF",
"Qatar Computing Research Institute, Qatar Foundation","Research Institute with Hamad Bin Khalifa University",16,162,1622,23,54,-1,"CC1_info_needs_POPAFF",
"POMPIERS DE L'URGENCE INTERNATIONALE/INTERNATIONALE EMERGENCY FIREFIGHTERS - FRANCE","",16,162,1622,21,55,-1,"CC1_info_needs_POPAFF","1"
"UNOCHA","",15,152,1521,23,56,-1,"CC1_info_needs_POPAFF",
"ocha","",15,152,1521,21,57,-1,"CC1_info_needs_POPAFF","1"
"OCHA","",15,152,1521,23,58,-1,"CC1_info_needs_POPAFF",
"Defensa Civil - WUSAR","",18,182,1821,23,59,-1,"CC1_info_needs_POPAFF",
"Bratislavsk‡ kynologick‡ z‡chran‡rska brig‡da ( Bratislava K9 rescue corps )","",16,162,1621,21,60,-1,"CC1_info_needs_POPAFF","1"
"Not Defined","Independent, member of ASP UNOCHA, NORCAP, CANADEM",13,131,,23,61,-1,"CC1_info_needs_POPAFF",
"Not Defined","",15,152,1521,21,62,-1,"CC1_info_needs_POPAFF","1"
"German Federal Agency for Technical Relief","",16,162,1621,23,63,-1,"CC1_info_needs_POPAFF",
"Department of Disaster Prevention and Mitigation (DDPM Thailand)","Disater Management Center, Government organization",18,183,1831,23,64,-1,"CC1_info_needs_POPAFF",
"OCHA Rolac","",15,152,1521,23,65,-1,"CC1_info_needs_POPAFF",
"Nus / ihp","",18,183,1834,22,66,-1,"CC1_info_needs_POPAFF",
"OCHA","",15,152,1521,23,67,-1,"CC1_info_needs_POPAFF",
"Kompass Coaching Villa & Co","- Consulting and Coaching for organization working in Disaster Relief/Humanitarian Needs; - Life Coaching",,,,23,68,-1,"CC1_info_needs_POPAFF",
"CIVIL PROTECTION DIRECTORATE","",18,183,1831,23,69,-1,"CC1_info_needs_POPAFF",
"@Fire","",,,,21,70,-1,"CC1_info_needs_POPAFF",
"THW","",15,153,,21,71,-1,"CC1_info_needs_POPAFF","1"
"New Zealand Fire Service/ NZ USAR","",18,183,1831,21,72,-1,"CC1_info_needs_POPAFF","1"
"Infinitum Humanitarian Systems (IHS)","",12,121,,23,73,-1,"CC1_info_needs_POPAFF",
"Hellenic Fire Service","",18,183,1831,21,74,-1,"CC1_info_needs_POPAFF","1"
"National Earthquake Response Support Service of China","Emergency Management Division",18,183,1831,23,75,-1,"CC1_info_needs_POPAFF",
"MERCY Malaysia","",16,162,1622,21,76,-1,"CC1_info_needs_POPAFF","1"
"Amity Public Safety Academy","",16,161,1612,23,77,-1,"CC1_info_needs_POPAFF",
"Directorate General of the the Lebanese civil defense","",18,183,1831,23,78,-1,"CC1_info_needs_POPAFF",
"District Development Committee ,Sindhupalchok  Nepal","Govt. of Nepal , Ministry of Federal Affairs and Local Development",18,182,,23,79,-1,"CC1_info_needs_POPAFF",
"European Commission (ECHO)","",11,112,1122,21,80,-1,"CC1_info_needs_POPAFF","1"
"MoFA Italy - Agency for Cooperation","",11,112,1121,23,81,-1,"CC1_info_needs_POPAFF",
"INTERSOS","",16,162,1623,21,82,-1,"CC1_info_needs_POPAFF","1"
"Ministry of Emergency Situation of the Republic of Azerbaijan","",18,183,1831,21,83,-1,"CC1_info_needs_POPAFF","1"
"Liberia Refugee Repatriation and resettlement Commission(LRRRC)","Social Institution-Governmental Organization",16,162,,23,84,-1,"CC1_info_needs_POPAFF",
"OCHA/UNEP","",15,152,1521,23,85,-1,"CC1_info_needs_POPAFF",
"Bomberos Quito","",18,,,21,86,-1,"CC1_info_needs_POPAFF","1"
"SECRETARIA DE GESTION DE RIESGOS","",18,183,1831,21,87,-1,"CC1_info_needs_POPAFF","1"
"Civile protection","",18,183,1831,21,88,-1,"CC1_info_needs_POPAFF","0"
"UNITAR/UNOSAT","",15,152,1522,23,89,-1,"CC1_info_needs_POPAFF",
"Civil protection Belgium","",15,153,,21,90,-1,"CC1_info_needs_POPAFF","1"
"ARC (AFETTE REHBER CEV_RMENL_K-EMERGENCY AND DISASTER INTERPRETERS), TURKEY","",16,162,1621,21,91,-1,"CC1_info_needs_POPAFF","1"
"SDC (GIAR)","",11,112,1121,23,92,-1,"CC1_info_needs_POPAFF",
"UNV UNHCR, UNOCHA","",15,152,1522,23,93,-1,"CC1_info_needs_POPAFF",
"UK ISAR","",18,183,1831,21,94,-1,"CC1_info_needs_POPAFF","1"
"New Zealand Ministry of Health","",18,183,1831,23,95,-1,"CC1_info_needs_POPAFF",
"Queensland Fire and Emergency Services","Government Organization - Non Military",18,182,1821,23,96,-1,"CC1_info_needs_POPAFF",
"Ministry of Emergency Situations of Azerbaijan","",18,183,1831,21,97,-1,"CC1_info_needs_POPAFF","1"
"POMPIERS de l'URGENCE INTERNATIONALE","",16,162,1621,21,98,-1,"CC1_info_needs_POPAFF","1"
"West Africa network for Peacebuilding (WANEP) Nigeria","",16,162,1621,22,99,-1,"CC1_info_needs_POPAFF",
"Team Rubicon UK","",16,162,1621,21,100,-1,"CC1_info_needs_POPAFF","1"
"MapAction","INGO involved in information management",16,162,1622,23,101,-1,"CC1_info_needs_POPAFF",
"Not Defined","",13,,,23,102,-1,"CC1_info_needs_POPAFF",
"UNICEF","UNITED NATIONS AGENCY, WASH Cluster , WASH Cluster coordination",15,152,1522,23,103,-1,"CC1_info_needs_POPAFF",
"Humanity Road","",16,162,1621,23,104,-1,"CC1_info_needs_POPAFF",
"UNEP","",15,152,1521,23,105,-1,"CC1_info_needs_POPAFF",
"Not Defined","",16,162,1621,21,106,-1,"CC1_info_needs_POPAFF","1"
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"CC1_info_needs_POPAFF",
"IFRC","",15,151,1512,21,108,-1,"CC1_info_needs_POPAFF","1"
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"CC1_info_needs_POPAFF","1"
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"CC1_info_needs_POPAFF",
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"CC1_info_needs_POPAFF",
"Not Defined","",,,,23,112,-1,"CC1_info_needs_POPAFF",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"CC1_info_needs_POPAFF",
"Not Defined","",15,153,,23,114,-1,"CC1_info_needs_POPAFF",
"WFP","",15,152,1522,21,1,-1,"CC1_info_needs_TYPEDIS","1"
"THW Germany","",18,183,1834,21,9,-1,"CC1_info_needs_TYPEDIS","1"
"WFP","",15,152,1522,21,10,-1,"CC1_info_needs_TYPEDIS","1"
"OCHA","",15,152,1521,21,15,-1,"CC1_info_needs_TYPEDIS","0"
"European Commission Joint Research Centre","",18,182,,22,16,-1,"CC1_info_needs_TYPEDIS",
"OCHA","",15,,,21,17,-1,"CC1_info_needs_TYPEDIS","1"
"WIPO security","UN agency",15,152,1522,23,18,-1,"CC1_info_needs_TYPEDIS",
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"CC1_info_needs_TYPEDIS",
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"CC1_info_needs_TYPEDIS","1"
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"CC1_info_needs_TYPEDIS",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"CC1_info_needs_TYPEDIS","1"
"UNDP","",15,152,1522,23,23,-1,"CC1_info_needs_TYPEDIS",
"Deutsche Post DHL Group","",12,121,,23,24,-1,"CC1_info_needs_TYPEDIS",
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"CC1_info_needs_TYPEDIS",
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"CC1_info_needs_TYPEDIS",
"Ericsson Response","",12,121,,23,27,-1,"CC1_info_needs_TYPEDIS",
"Not Defined","",15,152,1522,22,28,-1,"CC1_info_needs_TYPEDIS",
"FAO","",15,152,1522,23,29,-1,"CC1_info_needs_TYPEDIS",
"UNDAC","",15,152,1522,22,30,-1,"CC1_info_needs_TYPEDIS",
"Google","",12,121,,23,31,-1,"CC1_info_needs_TYPEDIS",
"Not Defined","",15,152,1522,23,32,-1,"CC1_info_needs_TYPEDIS",
"Not Defined","",12,121,,21,33,-1,"CC1_info_needs_TYPEDIS","1"
"Not Defined","",11,112,1121,21,34,-1,"CC1_info_needs_TYPEDIS","1"
"OCHA","",15,152,1521,,35,-1,"CC1_info_needs_TYPEDIS",
"Independent consultant","I work sometimes for OCHA, sometimes for NGOs in a variety of roles including IM, assessmen, coordination and reporting",13,131,,22,36,-1,"CC1_info_needs_TYPEDIS",
"THW","German Agency for Technical Relief",18,183,1831,23,37,-1,"CC1_info_needs_TYPEDIS",
"CANADEM","",16,162,1621,21,38,-1,"CC1_info_needs_TYPEDIS","1"
"Humanitarian OpenStreetMap Team","",16,162,1623,23,39,-1,"CC1_info_needs_TYPEDIS",
"Americas Support Team (Section Leader of team operational)","",11,112,1121,21,40,-1,"CC1_info_needs_TYPEDIS","1"
"OCHA FCSS","",15,152,1521,23,41,-1,"CC1_info_needs_TYPEDIS",
"UNOCHA","",15,152,1521,23,42,-1,"CC1_info_needs_TYPEDIS",
"NATIONAL EMERGENCY MANAGEMENT AGENCY NIGERIA","",18,183,1831,23,43,-1,"CC1_info_needs_TYPEDIS",
"French civil protection directorate","",18,183,1831,23,44,-1,"CC1_info_needs_TYPEDIS",
"@fire - International Disaster Response","",16,162,1621,23,45,-1,"CC1_info_needs_TYPEDIS",
"OCHA","",15,152,1521,23,46,-1,"CC1_info_needs_TYPEDIS",
"Cisco Tactical Operations (TacOps)","",12,121,,23,47,-1,"CC1_info_needs_TYPEDIS",
"OCHA","",15,152,1521,23,48,-1,"CC1_info_needs_TYPEDIS",
"FAO","",15,152,1522,23,49,-1,"CC1_info_needs_TYPEDIS",
"NATIONAL DISASTER OPERATION CENTER- KENYA","",18,183,1831,23,50,-1,"CC1_info_needs_TYPEDIS",
"Rescue South Africa","",16,162,1621,23,51,-1,"CC1_info_needs_TYPEDIS",
"Estonian Rescue Board","governmental organization",18,183,1831,21,52,-1,"CC1_info_needs_TYPEDIS","1"
"U.S. Department of Defense","",14,143,1433,23,53,-1,"CC1_info_needs_TYPEDIS",
"Qatar Computing Research Institute, Qatar Foundation","Research Institute with Hamad Bin Khalifa University",16,162,1622,23,54,-1,"CC1_info_needs_TYPEDIS",
"POMPIERS DE L'URGENCE INTERNATIONALE/INTERNATIONALE EMERGENCY FIREFIGHTERS - FRANCE","",16,162,1622,21,55,-1,"CC1_info_needs_TYPEDIS","1"
"UNOCHA","",15,152,1521,23,56,-1,"CC1_info_needs_TYPEDIS",
"ocha","",15,152,1521,21,57,-1,"CC1_info_needs_TYPEDIS","0"
"OCHA","",15,152,1521,23,58,-1,"CC1_info_needs_TYPEDIS",
"Defensa Civil - WUSAR","",18,182,1821,23,59,-1,"CC1_info_needs_TYPEDIS",
"Bratislavsk‡ kynologick‡ z‡chran‡rska brig‡da ( Bratislava K9 rescue corps )","",16,162,1621,21,60,-1,"CC1_info_needs_TYPEDIS","1"
"Not Defined","Independent, member of ASP UNOCHA, NORCAP, CANADEM",13,131,,23,61,-1,"CC1_info_needs_TYPEDIS",
"Not Defined","",15,152,1521,21,62,-1,"CC1_info_needs_TYPEDIS","1"
"German Federal Agency for Technical Relief","",16,162,1621,23,63,-1,"CC1_info_needs_TYPEDIS",
"Department of Disaster Prevention and Mitigation (DDPM Thailand)","Disater Management Center, Government organization",18,183,1831,23,64,-1,"CC1_info_needs_TYPEDIS",
"OCHA Rolac","",15,152,1521,23,65,-1,"CC1_info_needs_TYPEDIS",
"Nus / ihp","",18,183,1834,22,66,-1,"CC1_info_needs_TYPEDIS",
"OCHA","",15,152,1521,23,67,-1,"CC1_info_needs_TYPEDIS",
"Kompass Coaching Villa & Co","- Consulting and Coaching for organization working in Disaster Relief/Humanitarian Needs; - Life Coaching",,,,23,68,-1,"CC1_info_needs_TYPEDIS",
"CIVIL PROTECTION DIRECTORATE","",18,183,1831,23,69,-1,"CC1_info_needs_TYPEDIS",
"@Fire","",,,,21,70,-1,"CC1_info_needs_TYPEDIS",
"THW","",15,153,,21,71,-1,"CC1_info_needs_TYPEDIS","1"
"New Zealand Fire Service/ NZ USAR","",18,183,1831,21,72,-1,"CC1_info_needs_TYPEDIS","1"
"Infinitum Humanitarian Systems (IHS)","",12,121,,23,73,-1,"CC1_info_needs_TYPEDIS",
"Hellenic Fire Service","",18,183,1831,21,74,-1,"CC1_info_needs_TYPEDIS","1"
"National Earthquake Response Support Service of China","Emergency Management Division",18,183,1831,23,75,-1,"CC1_info_needs_TYPEDIS",
"MERCY Malaysia","",16,162,1622,21,76,-1,"CC1_info_needs_TYPEDIS","1"
"Amity Public Safety Academy","",16,161,1612,23,77,-1,"CC1_info_needs_TYPEDIS",
"Directorate General of the the Lebanese civil defense","",18,183,1831,23,78,-1,"CC1_info_needs_TYPEDIS",
"District Development Committee ,Sindhupalchok  Nepal","Govt. of Nepal , Ministry of Federal Affairs and Local Development",18,182,,23,79,-1,"CC1_info_needs_TYPEDIS",
"European Commission (ECHO)","",11,112,1122,21,80,-1,"CC1_info_needs_TYPEDIS","1"
"MoFA Italy - Agency for Cooperation","",11,112,1121,23,81,-1,"CC1_info_needs_TYPEDIS",
"INTERSOS","",16,162,1623,21,82,-1,"CC1_info_needs_TYPEDIS","1"
"Ministry of Emergency Situation of the Republic of Azerbaijan","",18,183,1831,21,83,-1,"CC1_info_needs_TYPEDIS","1"
"Liberia Refugee Repatriation and resettlement Commission(LRRRC)","Social Institution-Governmental Organization",16,162,,23,84,-1,"CC1_info_needs_TYPEDIS",
"OCHA/UNEP","",15,152,1521,23,85,-1,"CC1_info_needs_TYPEDIS",
"Bomberos Quito","",18,,,21,86,-1,"CC1_info_needs_TYPEDIS","1"
"SECRETARIA DE GESTION DE RIESGOS","",18,183,1831,21,87,-1,"CC1_info_needs_TYPEDIS","1"
"Civile protection","",18,183,1831,21,88,-1,"CC1_info_needs_TYPEDIS","1"
"UNITAR/UNOSAT","",15,152,1522,23,89,-1,"CC1_info_needs_TYPEDIS",
"Civil protection Belgium","",15,153,,21,90,-1,"CC1_info_needs_TYPEDIS","1"
"ARC (AFETTE REHBER CEV_RMENL_K-EMERGENCY AND DISASTER INTERPRETERS), TURKEY","",16,162,1621,21,91,-1,"CC1_info_needs_TYPEDIS","1"
"SDC (GIAR)","",11,112,1121,23,92,-1,"CC1_info_needs_TYPEDIS",
"UNV UNHCR, UNOCHA","",15,152,1522,23,93,-1,"CC1_info_needs_TYPEDIS",
"UK ISAR","",18,183,1831,21,94,-1,"CC1_info_needs_TYPEDIS","1"
"New Zealand Ministry of Health","",18,183,1831,23,95,-1,"CC1_info_needs_TYPEDIS",
"Queensland Fire and Emergency Services","Government Organization - Non Military",18,182,1821,23,96,-1,"CC1_info_needs_TYPEDIS",
"Ministry of Emergency Situations of Azerbaijan","",18,183,1831,21,97,-1,"CC1_info_needs_TYPEDIS","1"
"POMPIERS de l'URGENCE INTERNATIONALE","",16,162,1621,21,98,-1,"CC1_info_needs_TYPEDIS","1"
"West Africa network for Peacebuilding (WANEP) Nigeria","",16,162,1621,22,99,-1,"CC1_info_needs_TYPEDIS",
"Team Rubicon UK","",16,162,1621,21,100,-1,"CC1_info_needs_TYPEDIS","1"
"MapAction","INGO involved in information management",16,162,1622,23,101,-1,"CC1_info_needs_TYPEDIS",
"Not Defined","",13,,,23,102,-1,"CC1_info_needs_TYPEDIS",
"UNICEF","UNITED NATIONS AGENCY, WASH Cluster , WASH Cluster coordination",15,152,1522,23,103,-1,"CC1_info_needs_TYPEDIS",
"Humanity Road","",16,162,1621,23,104,-1,"CC1_info_needs_TYPEDIS",
"UNEP","",15,152,1521,23,105,-1,"CC1_info_needs_TYPEDIS",
"Not Defined","",16,162,1621,21,106,-1,"CC1_info_needs_TYPEDIS","1"
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"CC1_info_needs_TYPEDIS",
"IFRC","",15,151,1512,21,108,-1,"CC1_info_needs_TYPEDIS","1"
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"CC1_info_needs_TYPEDIS","0"
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"CC1_info_needs_TYPEDIS",
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"CC1_info_needs_TYPEDIS",
"Not Defined","",,,,23,112,-1,"CC1_info_needs_TYPEDIS",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"CC1_info_needs_TYPEDIS",
"Not Defined","",15,153,,23,114,-1,"CC1_info_needs_TYPEDIS",
"WFP","",15,152,1522,21,1,-1,"CC1_info_needs_ASSREQ","1"
"THW Germany","",18,183,1834,21,9,-1,"CC1_info_needs_ASSREQ","1"
"WFP","",15,152,1522,21,10,-1,"CC1_info_needs_ASSREQ","1"
"OCHA","",15,152,1521,21,15,-1,"CC1_info_needs_ASSREQ","1"
"European Commission Joint Research Centre","",18,182,,22,16,-1,"CC1_info_needs_ASSREQ",
"OCHA","",15,,,21,17,-1,"CC1_info_needs_ASSREQ","1"
"WIPO security","UN agency",15,152,1522,23,18,-1,"CC1_info_needs_ASSREQ",
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"CC1_info_needs_ASSREQ",
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"CC1_info_needs_ASSREQ","1"
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"CC1_info_needs_ASSREQ",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"CC1_info_needs_ASSREQ","1"
"UNDP","",15,152,1522,23,23,-1,"CC1_info_needs_ASSREQ",
"Deutsche Post DHL Group","",12,121,,23,24,-1,"CC1_info_needs_ASSREQ",
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"CC1_info_needs_ASSREQ",
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"CC1_info_needs_ASSREQ",
"Ericsson Response","",12,121,,23,27,-1,"CC1_info_needs_ASSREQ",
"Not Defined","",15,152,1522,22,28,-1,"CC1_info_needs_ASSREQ",
